Type,Source,Destination,Taille (octets),Texte Alt,Ancrage,Code de statut,Statut,Suivre,Cible,Relation,Type de chemin,Chemin du lien,Position du lien,Origine du lien
Hyperlien,https://www.sortlist.com/agency/walther-kranz,http://waltherkranz.com/?utm_source=sortlist&utm_medium=profile&utm_campaign=,0,,http://waltherkranz.com/,301,Moved Permanently,true,_blank,noopener,Absolu,//body/div/main/div/div[2]/div/div/div/div/div[7]/div/div[2]/div/div/div[2]/a,Contenu,HTML
Hyperlien,https://www.sortlist.com/agency/the-portal-agency,https://theportalagency.com/?utm_source=sortlist&utm_medium=profile&utm_campaign=,0,,https://theportalagency.com,301,Moved Permanently,true,_blank,noopener,Absolu,//body/div/main/div/div[2]/div/div/div/div/div[7]/div/div[2]/div/div/div[2]/a,Contenu,HTML
Hyperlien,https://www.sortlist.com/agency/social-brothers,http://www.socialbrothers.nl/?utm_source=sortlist&utm_medium=profile&utm_campaign=,0,,http://www.socialbrothers.nl,301,Moved Permanently,true,_blank,noopener,Absolu,//body/div/main/div/div[2]/div/div/div/div/div[7]/div/div[2]/div/div/div[2]/a,Contenu,HTML
Hyperlien,https://www.sortlist.com/agency/promoguy-nl,https://promoguy.nl/?utm_source=sortlist&utm_medium=profile&utm_campaign=,0,,https://promoguy.nl,301,Moved Permanently,true,_blank,noopener,Absolu,//body/div/main/div/div[2]/div/div/div/div/div[7]/div/div[2]/div/div/div[2]/a,Contenu,HTML
Hyperlien,https://www.sortlist.com/agency/harborn-digital-bv,https://www.harborn.com/?utm_source=sortlist&utm_medium=contactpagina&utm_campaign=homepage_algemeen&utm_id=2023?utm_source=sortlist&utm_medium=profile&utm_campaign=,230,,https://www.harborn.com/?utm_source=sortlist&utm_medium=contactpagina&utm_campaign=homepage_algemeen&utm_id=2023,302,Found,true,_blank,noopener,Absolu,//body/div/main/div/div[2]/div/div/div/div/div[7]/div/div[2]/div/div/div[2]/a,Contenu,HTML
Hyperlien,https://www.sortlist.com/agency/la-creme-french,https://www.lacremefrench.com/?utm_source=sortlist&utm_medium=profile&utm_campaign=,0,,https://www.lacremefrench.com,301,Moved Permanently,true,_blank,noopener,Absolu,//body/div/main/div/div[2]/div/div/div/div/div[7]/div/div[2]/div/div/div[2]/a,Contenu,HTML
Hyperlien,https://www.sortlist.com/agency/6-freedom,https://6freedom.studio/?utm_source=sortlist&utm_medium=profile&utm_campaign=,0,,https://6freedom.studio/,301,Moved Permanently,true,_blank,noopener,Absolu,//body/div/main/div/div[2]/div/div/div/div/div[7]/div/div[2]/div/div/div[2]/a,Contenu,HTML
Hyperlien,https://www.sortlist.com/agency/big-boss-studio,https://big-boss-studio.com/?utm_source=sortlist&utm_medium=profile&utm_campaign=,0,,https://big-boss-studio.com,301,Moved Permanently,true,_blank,noopener,Absolu,//body/div/main/div/div[2]/div/div/div/div/div[7]/div/div[2]/div/div/div[2]/a,Contenu,HTML
Hyperlien,https://www.sortlist.com/agency/yotta,https://yotta.paris/?utm_source=sortlist&utm_medium=profile&utm_campaign=,169,,https://yotta.paris,301,Moved Permanently,true,_blank,noopener,Absolu,//body/div/main/div/div[2]/div/div/div/div/div[7]/div/div[2]/div/div/div[2]/a,Contenu,HTML
Hyperlien,https://www.sortlist.com/agency/digital-unicorn,http://www.digitalunicorn.fr/?utm_source=sortlist&utm_medium=profile&utm_campaign=,178,,http://www.digitalunicorn.fr,301,Moved Permanently,true,_blank,noopener,Absolu,//body/div/main/div/div[2]/div/div/div/div/div[7]/div/div[2]/div/div/div[2]/a,Contenu,HTML
Hyperlien,https://www.sortlist.com/agency/1000heads,https://1000heads.com/?utm_source=sortlist&utm_medium=profile&utm_campaign=,0,,https://1000heads.com/,301,Moved Permanently,true,_blank,noopener,Absolu,//body/div/main/div/div[2]/div/div/div/div/div[7]/div/div[2]/div/div/div[2]/a,Contenu,HTML
Hyperlien,https://www.sortlist.com/agency/snack-groupe,https://www.snackgroupe.com/?utm_source=sortlist&utm_medium=profile&utm_campaign=,0,,https://www.snackgroupe.com,301,Moved Permanently,true,_blank,noopener,Absolu,//body/div/main/div/div[2]/div/div/div/div/div[7]/div/div[2]/div/div/div[2]/a,Contenu,HTML
Hyperlien,https://www.sortlist.com/agency/map-emulsion,http://map-emulsion.com/?utm_source=sortlist&utm_medium=profile&utm_campaign=,0,,http://map-emulsion.com,301,Moved Permanently,true,_blank,noopener,Absolu,//body/div/main/div/div[2]/div/div/div/div/div[7]/div/div[2]/div/div/div[2]/a,Contenu,HTML
Hyperlien,https://www.sortlist.com/agency/the-y,https://www.the-y.com/?utm_source=sortlist&utm_medium=profile&utm_campaign=,351,,https://www.the-y.com,301,Moved Permanently,true,_blank,noopener,Absolu,//body/div/main/div/div[2]/div/div/div/div/div[7]/div/div[2]/div/div/div[2]/a,Contenu,HTML
